,tractid,pct_bachelors,poverty_rate,labor_part_rate,pct_unemploy,pct_welfare,low_pov_idx,labor_idx,env_health_idx,trans_cost_idx,trips_idx,latitude,longitude,hispanic,white,black,american_indian,asian,pac_islander,other_races,two_races,housing_cost,transportation_cost,pub_school_score,pr_school_score,rest_score,rest_proximity
97,6075022903,0.430653503,0.072388516,0.824324324,0.070464768,0,63,74,1,98,95,37.7517621,-122.4062364,48.8,31.9,1.7,0,14.1,0,0,3.5,27.28341,10.39149,0.153470648,0.193178437,91.15897913,18.59793343
98,6075023001,0.125392745,0.222511628,0.834304443,0.121527778,0.038863976,18,29,3,96,94,37.7351925,-122.4017602,22.5,6.2,21.5,1.2,47.5,0,0,1.2,27.84956,11.62538,0.153522396,0.193223683,91.47651966,8.000736049
99,6075023003,0.215686275,0.072463768,0.840401277,0.103077675,0.026435734,63,44,6,95,94,37.7326723,-122.3958269,14.3,7.7,31.4,0,44.4,0,0,2.1,30.31704,11.89487,0.153543193,0.193255451,91.61311441,5.750546561
100,6075023102,0.172176309,0.140436531,0.83972912,0.164142944,0.132996633,36,23,8,97,95,37.734492,-122.3844982,19.1,2.6,64.9,0,11.3,1.1,0,1,25.55105,11.3531,0.153566599,0.193306493,91.88401827,3.327678064
101,6075023103,0.145420792,0.489984592,0.674763033,0.33640553,0.106283941,1,1,8,95,92,37.7356318,-122.3759653,9.1,7.8,64.9,0.8,4.3,8.7,0,4.2,19.08369,11.82686,0.1535848,0.193345279,92.14004584,1.581299766
102,6075023200,0.142857143,0.140068104,0.717701342,0.134852802,0.00764526,36,14,7,95,94,37.7277547,-122.3861386,38.7,4.8,44.1,0,11.6,0,0,0.8,27.61674,12.21136,0.153579128,0.193308496,91.82321845,3.325359919
103,6075023300,0.138320775,0.103690037,0.803163445,0.091916558,0.104065041,49,33,5,94,91,37.7254139,-122.3977689,17.6,3.7,17.2,0,59.9,0,0,1.7,29.01913,12.84838,0.153556263,0.193256779,91.60118836,4.863360818
104,6075023400,0.097316962,0.326775021,0.713186813,0.102891728,0.055944056,7,16,6,94,90,37.7215929,-122.3900882,54.9,6.9,18.8,0,15.8,1.3,0.8,1.5,27.51281,12.4344,0.153584562,0.193298719,91.72581325,3.31763195
105,6075025100,0.688218961,0.063236206,0.879435851,0.062437562,0.01911315,68,96,1,97,94,37.7439369,-122.4076735,8.5,70.7,3.1,0,12.6,0,0.6,4.6,29.47956,10.96719,0.153486348,0.193182983,91.24845184,14.88238869
106,6075025200,0.571027082,0.035074627,0.879145587,0.032469382,0.037494067,84,96,8,98,95,37.7437089,-122.4142164,26.6,52.3,6,0.3,11.9,0.4,0.8,1.8,28.79228,10.94357,0.153470813,0.193152322,91.12683492,17.36145908
107,6075025300,0.504203889,0.049408345,0.89,0.087760493,0.04528096,76,85,10,98,96,37.7437059,-122.4201527,37.3,47.6,5.1,0.1,7.4,0.3,0,2.1,28.33377,10.47685,0.153456218,0.193124211,91.02322988,18.24445761
108,6075025401,0.472421203,0.14422579,0.890516577,0.100436681,0.014285714,35,79,9,97,95,37.7396295,-122.4224695,40.4,36.7,2.5,0,15.5,0.6,0,4.3,27.55139,11.20048,0.153460542,0.193119151,91.05762846,14.80044931
109,6075025402,0.554633472,0.067517635,0.887338501,0.074473549,0.001881468,66,90,6,97,95,37.7368829,-122.412786,16,48.1,2.3,0,29.6,3.7,0,0.4,29.05354,11.10269,0.153491114,0.193168999,91.26163652,12.10411822
110,6075025403,0.344051447,0.097582226,0.84034188,0.090909091,0.079972184,52,61,8,96,94,37.7337691,-122.4205619,42.9,23.5,7.8,1.1,20.7,0,0.2,3.8,28.39431,11.54851,0.153479643,0.193136684,91.18147576,10.87703215
111,6075025500,0.356363636,0.080472921,0.896106785,0.081323981,0.025485961,59,76,7,96,94,37.7280611,-122.4372627,32.2,25.9,0.7,0.6,38.4,0,0.3,1.9,28.90728,11.9215,0.153452608,0.193065868,90.89184578,7.259321402
112,6075025600,0.217721519,0.031684563,0.856166511,0.097417457,0.00330251,86,49,6,94,94,37.7287139,-122.4224279,17.6,14,0.9,0,60.1,0.3,4.4,2.6,30.27544,12.07307,0.153487484,0.193135176,91.21114558,8.207253271
113,6075025701,0.196172249,0.056261343,0.91587362,0.092259578,0,72,60,5,95,93,37.7315763,-122.4121411,14.5,21,0.8,0,63.2,0,0,0.5,28.42306,12.12444,0.153505748,0.19317975,91.33902741,8.837356993
114,6075025702,0.290203327,0.047042641,0.819166216,0.068825911,0.058519794,77,59,5,96,93,37.7281305,-122.4057589,19.2,16.1,2.8,0,59,0,0,2.9,28.34834,11.94801,0.153529923,0.193214982,91.46537976,6.397032261
115,6075025800,0.15599455,0.067403897,0.828402367,0.086350975,0,66,41,1,97,93,37.7216202,-122.4020019,20.9,12.2,2,0.4,63,1,0,0.4,29.93867,11.36121,0.153555177,0.193242225,91.5468501,4.389795678
116,6075025900,0.268685567,0.117541899,0.78914405,0.137254902,0.02739726,44,30,9,94,93,37.7234533,-122.4105033,18.7,21.6,13.1,0,43.8,0,0,2.9,29.40845,12.59032,0.153529753,0.193199289,91.42742078,5.202495914
117,6075026001,0.291217995,0.059894921,0.871602082,0.101287554,0.016744809,70,58,13,96,95,37.7235502,-122.4322434,41.6,16.3,0.8,0,40.8,0.2,0,0.2,28.04252,11.83062,0.153476044,0.193096175,91.0634148,6.643457665
118,6075026002,0.216275862,0.165659009,0.695443645,0.057905337,0.018499486,29,32,9,94,94,37.7261197,-122.4262823,26.8,36.3,3.1,0.1,33.2,0,0,0.5,29.72641,12.37135,0.153484384,0.193120682,91.16686089,7.212207918
119,6075026003,0.208573073,0.092580714,0.861186903,0.067002882,0.02745098,54,59,16,95,95,37.7196247,-122.4287994,59.3,12.9,1,0.5,26.1,0,0,0.2,29.10723,12.03999,0.153494168,0.193118175,91.16012938,5.577949441
120,6075026004,0.218309859,0.047979201,0.857386122,0.084991708,0.046649703,76,53,13,96,95,37.7178905,-122.4357008,37.4,14,0.2,0.1,47.4,0,0,0.8,30.93072,11.89971,0.153481462,0.193088004,91.02191393,5.747390151
121,6075026100,0.255024854,0.04059098,0.831188883,0.053926991,0.0221843,81,62,10,96,94,37.7196219,-122.4431582,19,16.8,0.5,0.5,61.4,0.6,0,1.2,28.79242,11.8077,0.153458868,0.193050182,90.82478177,6.033087579
122,6075026200,0.26848249,0.04637402,0.805096419,0.042772481,0.032112676,77,63,5,95,94,37.7113172,-122.4539535,33.3,8.6,2.2,0.1,54.5,0,0.3,0.9,29.31624,12.14465,0.153452758,0.193011099,90.75881629,3.61483265
123,6075026301,0.163756178,0.045392646,0.804606831,0.106112054,0.01087942,78,32,14,96,94,37.7138685,-122.439533,21.8,15.2,0,0,60.9,0,0,2.1,27.28089,11.7933,0.153481933,0.193075684,90.96252125,5.108048915
124,6075026302,0.332592122,0.030890499,0.819889503,0.098745447,0.039454806,86,54,22,94,92,37.7116589,-122.4307918,24.9,20.3,5.4,0,44.6,2.5,0.3,2,27.31705,12.72933,0.153508862,0.193120283,91.14484331,3.911509161
125,6075026303,0.243031123,0.086247544,0.881962025,0.116947473,0.013843648,57,50,14,94,94,37.7096646,-122.4434663,26.9,9.6,2.6,0,55.7,4.7,0,0.5,29.27531,12.57683,0.153482604,0.193063148,90.91937067,4.078899983
126,6075026401,0.090429275,0.101096224,0.825530035,0.169251825,0.105108055,50,15,12,94,95,37.7135251,-122.4112834,15.9,1.6,11.1,0,69.9,0.4,0,1.1,29.35818,12.31679,0.153552254,0.193209989,91.44299628,2.515647062
127,6075026402,0.231038099,0.077727952,0.83021124,0.056719023,0.102493075,61,59,5,93,94,37.7164873,-122.403256,10.8,15.2,16.5,0.6,54.5,0,0,2.5,29.63943,12.4062,0.153564717,0.193243727,91.53641819,3.275934501
128,6075026403,0.148467103,0.129047507,0.808089501,0.126820103,0.054028436,40,26,13,95,94,37.7111894,-122.4069033,11.9,3.8,4,0.1,79.8,0,0,0.4,27.39463,12.25564,0.153568775,0.193234128,91.49302495,2.154450612
129,6075026404,0.071559633,0.116749332,0.83006993,0.097667639,0.104361371,44,30,18,96,95,37.7096499,-122.4152838,13.4,1.4,16.2,0,65.9,1.5,0,1.6,27.72547,11.67189,0.153551946,0.193196655,91.3920089,1.82853671
130,6075030101,0.819004525,0.029606821,0.862610683,0.051740358,0.013567839,87,98,17,99,96,37.7642357,-122.4597306,7.4,62.6,0,0,21.2,0,2.3,6.4,35.64796,9.86908,0.153308449,0.192907081,89.48369529,10.84020935
131,6075030102,0.765878289,0.050420168,0.859878711,0.020088526,0.023819835,75,99,23,96,92,37.7594542,-122.4580012,4.8,62.6,1.5,1.3,22.1,0.4,1.2,6.1,34.77898,11.98515,0.15332445,0.192922195,89.54778856,8.685753462
132,6075030201,0.559752322,0.04473818,0.811361981,0.036724356,0.006514658,78,89,12,98,96,37.7628146,-122.4737784,7,47.8,0.6,0.5,39.8,1.1,0.6,2.6,31.11579,10.16108,0.153277421,0.192842671,88.87659141,10.34495496
133,6075030202,0.691624024,0.068207569,0.812554238,0.040268456,0.02004008,65,95,13,98,96,37.7630839,-122.4673274,4.5,63.7,3.2,0,23.2,0,0.2,5.1,30.56671,9.8884,0.15329261,0.192872803,89.11290737,10.66273521
134,6075030301,0.697175621,0.04172486,0.831493944,0.025887144,0,80,97,17,96,94,37.7569429,-122.4692415,5.9,42.1,1.9,1.5,46.7,0,0.3,1.6,32.22051,11.58325,0.153302999,0.192872645,88.97939566,8.612840746
135,6075030302,0.594413408,0.018602179,0.815892314,0.093854216,0,93,80,17,94,93,37.7519442,-122.4716376,7,47.6,0.3,0.7,42.4,0,0,2,30.44742,12.38073,0.153309398,0.19286855,88.90652324,7.905179289
136,6075030400,0.676431776,0.072741343,0.778764083,0.065701995,0.019473684,63,87,19,94,94,37.7469509,-122.4675173,4.1,49.7,0.3,0,39.8,0,2.3,3.8,32.36847,12.82486,0.153331796,0.192895281,89.13630784,6.671517693
137,6075030500,0.484083425,0.091058245,0.716153846,0.020164986,0.01182266,54,75,19,93,90,37.7523832,-122.4517871,13.4,44.5,9,0,29.5,0.5,0,3.2,34.59936,13.58891,0.153357104,0.192961855,89.91046555,6.505928957
138,6075030600,0.640301318,0.017159199,0.840349484,0.063613232,0,94,92,19,90,89,37.743754,-122.4571446,7.7,70.2,0.7,0,19.8,0,0,1.6,36.83358,13.15657,0.153365147,0.192949003,89.73078003,4.577595235
139,6075030700,0.689662108,0.03539823,0.882975835,0.029602701,0,84,98,18,92,93,37.7372232,-122.4503095,10.7,55.6,1,0.1,26.6,0,0.9,4.9,32.67189,12.80437,0.153398004,0.19299082,90.23574503,4.903954502
140,6075030800,0.642939949,0.018033946,0.805429864,0.063387257,0,93,89,18,93,91,37.7391922,-122.4678545,9.7,50.7,0,0,35.7,0.2,1.2,2.6,33.48894,13.26969,0.153350042,0.192904925,89.36605622,5.81653761
141,6075030900,0.657749803,0.017649654,0.815722739,0.045389256,0.018518519,93,93,17,89,86,37.7283108,-122.4682602,5,49.3,2.5,0,40.8,0.2,0,2.1,35.44611,13.96978,0.153375801,0.192918765,89.90076237,5.24019817
142,6075031000,0.467701342,0.091666667,0.766842105,0.037059914,0.02979066,54,77,18,94,92,37.7286172,-122.4571587,10.8,52.8,2.7,0,29.8,0,1,2.9,30.93345,13.07971,0.15340233,0.192970867,90.17882407,5.182297887
143,6075031100,0.580767153,0.031245562,0.886188993,0.036211084,0,86,96,13,97,94,37.7296356,-122.4461642,20.2,39.4,3.9,0.5,33.6,0,0.7,1.8,28.04225,11.77793,0.153426851,0.19302144,90.57224716,6.142299199
144,6075031201,0.309086629,0.100856837,0.791666667,0.152746904,0.026708075,50,30,22,96,95,37.7217805,-122.4573334,26.3,12.4,5.3,0,52.8,0.4,0.1,2.8,29.86087,12.04829,0.153418714,0.192979943,90.41519524,4.90957573
145,6075031202,0.413299233,0.051066807,0.868173258,0.102654867,0.062713797,75,70,28,95,94,37.7193276,-122.4523964,14.9,11.7,17.4,0,54.1,0,0,1.8,29.02588,12.33802,0.153436882,0.193006868,90.59852609,5.152394019
146,6075031301,0.364800585,0.09758603,0.738420821,0.107250755,0.024896266,52,39,25,93,94,37.7193263,-122.4678672,17,20.2,16.4,0,40.8,0,0,5.6,32.92274,12.61406,0.153398863,0.192933636,90.39608021,3.927546548
147,6075031302,0.321378668,0.070448156,0.772763262,0.078731238,0.041359773,64,50,21,95,94,37.7133955,-122.467097,11.9,13.9,20.7,0,50.4,0,0,3.1,28.55438,12.00297,0.153415343,0.192945869,90.67668923,2.911272455
148,6075031400,0.28051088,0.093431856,0.881466743,0.111296606,0,53,56,14,94,93,37.7147206,-122.4571446,22.5,7.7,24.6,0,42.9,0,0,2.4,27.01035,12.49877,0.153436543,0.192991062,90.64391795,3.915620501
149,6075032601,0.447051559,0.054116028,0.831061693,0.06707984,0,73,77,27,98,96,37.7624848,-122.4807924,2.4,36.8,0.3,0.5,56.9,0,1,2.1,26.76226,10.78677,0.153260999,0.192809967,88.74806902,9.420983181
150,6075032602,0.449727438,0.065807025,0.773400936,0.110807114,0.014015844,67,53,27,97,95,37.7589003,-122.4825954,1.7,25.6,0,0,70.1,0,0,2.6,29.32111,11.38034,0.153265379,0.19280663,88.71199593,8.615957882
151,6075032700,0.54990962,0.036437247,0.877013177,0.046871041,0.005086901,83,93,25,96,95,37.760167,-122.4911676,4.4,35.6,0.3,0,55.4,0.1,0,4.1,29.92712,11.88037,0.153241209,0.192764247,88.81009754,7.25912345
152,6075032801,0.436861902,0.079174983,0.854141895,0.051979208,0,60,83,28,95,94,37.7460215,-122.4804177,3.7,32.9,0.5,0,61.1,0,0,1.8,28.42465,12.23757,0.153302384,0.192835587,88.89240637,7.578772272
153,6075032802,0.458210423,0.115336187,0.771441817,0.074642668,0.011938202,45,66,28,95,94,37.7530955,-122.4812305,2.7,27.4,2,0,64.6,0,0,3.3,30.98157,11.94676,0.153282999,0.192821495,88.73427427,8.120515683
154,6075032901,0.476285572,0.028388928,0.89820167,0.086427657,0.008455468,88,84,29,94,94,37.7461534,-122.4901861,13.6,23,1.8,0,59.9,0,0,1.7,31.50318,12.35165,0.153278064,0.192789183,89.01605611,6.285671577
155,6075032902,0.424841477,0.05786268,0.862133209,0.118181818,0.022411128,71,65,31,94,95,37.7526805,-122.4906443,3,28.7,0,0.2,67.3,0,0,0.9,30.59657,12.1877,0.153260894,0.192777564,88.85183684,6.677780402
156,6075033000,0.532895873,0.009174312,0.885323064,0.097216085,0.03706477,97,84,24,93,93,37.7381567,-122.4834271,9.8,39.3,1.9,0,46.7,0.8,0,1.5,29.83565,12.81275,0.153314327,0.192832738,89.27067057,6.218179905
157,6075033100,0.609781844,0.02330453,0.839656045,0.032752245,0.008714597,90,95,15,91,90,37.7321973,-122.4872238,4.9,36.6,0,0,56.3,0,0,2.1,30.74889,13.51211,0.153319653,0.192823403,89.71249907,4.797325193
158,6075033201,0.533105023,0.063215953,0.782608696,0.198280802,0.024327785,68,35,27,96,87,37.726265,-122.4796588,12,50.9,10,0,22.5,0,0,4.6,22.82368,11.5087,0.153352825,0.192867785,90.01420379,4.609018243
159,6075033203,0.476377953,0.074659918,0.749264273,0.056214544,0.026431718,62,69,31,98,94,37.7159256,-122.4782503,12,43.2,4.7,0.1,30.7,2.7,4.1,2.5,21.63763,10.36559,0.153381715,0.192889418,90.6857347,2.709820167
160,6075033204,0.569555035,0.108204846,0.880977131,0.041685343,0.010953608,47,95,30,98,96,37.7196259,-122.4804118,15.1,35.4,8.3,0.3,36.6,0,0.4,3.9,27.81153,9.96862,0.153367303,0.192873833,90.48486485,3.264447452
161,6075035100,0.467445743,0.029621297,0.851547694,0.040577097,0.021308411,87,87,26,96,95,37.7576269,-122.4991499,3.1,31.5,0,0,59.8,0,0,5.6,28.67732,11.97947,0.153227847,0.192730172,89.05399967,5.013855606
162,6075035201,0.332579186,0.033738721,0.839751958,0.102220656,0.014784151,85,56,23,95,94,37.7566148,-122.5104339,5,32.7,0.1,0.1,57.5,3,0,1.6,31.01679,12.48533,0.153202626,0.192678277,89.55229702,2.23567222
163,6075035202,0.461307739,0.049773756,0.868579053,0.058252427,0.005306604,75,85,27,97,96,37.7613974,-122.5061466,6.8,44.4,1.4,0,42.4,0.7,0.2,3.9,24.8464,11.15584,0.153201399,0.192691626,89.31411827,3.313497251
164,6075035300,0.37682993,0.039302976,0.789408562,0.094314907,0.05008489,81,54,31,95,95,37.7425001,-122.4978433,5.4,25.3,0,0,66.2,0,0,3.2,30.27638,12.43273,0.153268239,0.192758252,89.40995114,4.127087561
165,6075035400,0.399042646,0.109173736,0.818423148,0.078551532,0.043621013,47,67,23,96,94,37.7421024,-122.5072276,4.4,42,0.8,0,46.1,3.6,0,3.2,30.12563,12.28747,0.153246172,0.192714444,89.81657394,2.174495807
166,6075040100,0.556827942,0.112037872,0.802753762,0.071714598,0.049949546,46,81,15,98,96,37.7851543,-122.4618142,8.8,45.3,7.8,1.6,31.5,0,1.7,3.4,33.43852,10.13237,0.153251934,0.192866894,89.66351614,12.1760798
167,6075040200,0.595138718,0.070560059,0.814739295,0.029337539,0.014020805,64,93,12,98,96,37.7843252,-122.4683889,8,40.5,0.7,0.2,46.6,0,0.3,3.7,34.32803,10.54114,0.153237813,0.192836991,89.4825875,11.56067972
168,6075042601,0.613651425,0.083019882,0.846835953,0.017348754,0.034985423,58,96,24,98,97,37.7831165,-122.4811913,4.7,38.6,1.4,0,46.5,0.3,0.3,8.2,32.46015,10.43387,0.153209327,0.192778184,89.21730309,8.951654711
169,6075042602,0.594431904,0.153573377,0.878592879,0.164359089,0,32,70,25,98,96,37.7833793,-122.4754787,2.6,46.8,1.9,0,45.6,1.7,0,1.4,28.81689,10.51865,0.153222716,0.192804824,89.30307811,10.48332821
170,6075042700,0.519069573,0.081225033,0.860207101,0.055813954,0.016040523,59,89,20,98,97,37.7822651,-122.4881473,10.9,47.8,0.3,0,37.9,0.8,0.8,1.6,29.55304,10.5653,0.153194331,0.192746519,89.17735285,6.844556366
171,6075042800,0.79009434,0.0096517,0.685438455,0.031609195,0,97,90,16,92,92,37.7880433,-122.4885865,6.3,69.9,0.6,0,17.7,0.8,0,4.6,36.67367,13.43351,0.153179059,0.192736069,89.32262002,5.124854631
172,6075045100,0.576048951,0.050131349,0.838972431,0.064953109,0.022482894,75,88,16,99,97,37.777583,-122.4613476,5.5,39.9,1.6,0,49.1,0,0.8,3.1,35.44412,9.94194,0.15327168,0.19288008,89.5736883,14.10526412
173,6075045200,0.527525711,0.077671402,0.803410475,0.066239911,0.004975124,61,80,13,98,96,37.7771137,-122.467999,5,40.7,0.6,0.3,46.5,0.8,0.7,5.3,35.77116,10.32726,0.153256487,0.19284929,89.34557876,13.53240041
174,6075047600,0.455774247,0.072628828,0.866489832,0.043672298,0.023853211,63,88,20,98,96,37.7767698,-122.475543,5.5,41.1,0.3,0,50.4,0.3,0.3,2.2,30.19998,10.57588,0.153238795,0.1928141,89.13446369,12.11171458
175,6075047701,0.506745071,0.06016178,0.901807724,0.07776873,0.026912929,70,88,21,98,96,37.7782506,-122.4840627,12.1,28.4,1.8,0.4,49.6,1.7,0,6,28.12872,10.61075,0.153214227,0.192771655,89.07096391,9.21467016
176,6075047702,0.545337206,0.070948469,0.804611176,0.04512958,0.011479592,64,86,19,97,96,37.7744602,-122.4837889,3.3,40.9,0.7,0.1,51.2,0,1.6,2.1,30.48171,11.23545,0.153224212,0.192778442,88.97389258,9.82387572
177,6075047801,0.475663717,0.073341677,0.873956961,0.137824747,0.023224044,63,66,30,96,95,37.7758371,-122.4921143,4.5,37.3,1.3,0,50.5,0.3,0.7,5.4,30.84245,11.70134,0.153200379,0.192737072,89.05567135,6.915010625
178,6075047802,0.553535354,0.019995605,0.855087359,0.061476901,0.012269939,92,89,31,97,96,37.779204,-122.497393,3.5,30.1,3.1,0,61.5,0,0,1.9,27.39356,11.08201,0.153179142,0.192707231,89.21874532,4.947702902
179,6075047901,0.445442635,0.038518961,0.830854229,0.084547409,0.025749424,82,72,23,96,94,37.7824907,-122.5098633,6.7,37.8,4.7,0.3,43.7,0.3,0,6.6,28.00551,12.10357,0.153140446,0.192643509,89.5835591,1.850679583
180,6075047902,0.583044437,0.077109733,0.874662553,0.063296178,0,61,92,27,96,95,37.7791834,-122.5039633,4.8,45.9,0.5,0,43.1,0,3.4,2.3,27.75245,11.61888,0.153163058,0.192676194,89.37505123,3.286303371
181,6075060100,0.85272045,0.031471004,0.90039491,0.027830189,0.084158416,86,99,14,94,77,37.7991353,-122.480109,2.5,77.9,4.3,1.8,7.2,0,0.3,6.1,23.81872,12.33065,0.153172642,0.192760084,89.59475765,2.750763031
182,6075060400,0.543899145,0.076786349,0.835218888,0.029867257,0.006285355,61,92,33,95,81,37.7223022,-122.4911286,13.3,46.2,6.5,0,30,0,0.4,3.6,21.44402,12.24691,0.153334396,0.192819251,90.52204106,2.603333458
183,6075060502,0.161182001,0.351916376,0.829250186,0.237421384,0.127388535,6,10,18,97,95,37.7109991,-122.4199075,21.9,4.8,36.1,5.5,29,1.4,0,1.3,20.45334,11.08464,0.153537253,0.193172795,91.32840775,2.461268471
184,6075060700,0.705942414,0.032990716,0.865799019,0.076603599,0.015686275,85,95,4,99,93,37.7723808,-122.3906714,10.9,42.5,3.1,0,40.9,0,0.3,2.2,27.50682,9.85738,0.153458278,0.193222237,91.39829473,32.19608584
185,6075061000,0.36558181,0.00618691,0.831325301,0.077971647,0,98,66,9,93,88,37.7132283,-122.3846994,13.8,12.9,21.8,0,45.2,4.5,0,1.8,27.91061,13.07387,0.153618399,0.193336394,91.77336456,1.390096386
186,6075061100,0.062839189,0.371219065,0.810572687,0.165995976,0.010793055,5,13,1,99,98,37.7955998,-122.4040647,1,5.5,0.8,0,91.7,0.7,0,0.2,22.37387,6.73211,0.153368284,0.193125081,90.78071776,92.67806771
187,6075061200,0.148492908,0.120589936,0.758440323,0.114949037,0.073664825,43,22,2,97,94,37.7370414,-122.3901777,41.1,5.1,26,0,26.9,0,0,0.8,25.23949,11.3193,0.153546352,0.193275879,91.72967116,4.8887685
188,6075061400,0.557808351,0.167049267,0.847725415,0.102957907,0.059171598,29,79,4,98,94,37.7550917,-122.3974733,20.7,41.2,17,3.2,11.4,2.9,0,3.4,29.07068,10.62655,0.153484026,0.193215115,91.35893003,13.18208032
189,6075061500,0.71679142,0.144429856,0.776437522,0.045047647,0.009480401,35,93,0,99,95,37.7877258,-122.3923886,7.3,54.7,5.6,0.7,28.4,0.5,0,2.7,36.63323,9.20022,0.153416354,0.193191816,91.18679387,69.95152426
190,6075980200,0.7109375,0,0.855172414,0,0,99,99,24,90,82,37.7860688,-122.5028261,33.8,47.2,9.4,0,6.7,0,0,3,27.32339,14.07837,0.153148936,0.192671597,89.46162704,2.676783446
191,6075980300,1,0,1,0,0,99,99,40,97,42,37.7684025,-122.4920873,0,0,0,0,30,0,0,70,27.20806,11.32986,0.153218712,0.192747969,88.90861662,7.428068684
192,6075980401,,,,,,,,,,,37.7272391,-123.0322294,-,-,-,-,-,-,-,-,,,0.152000205,0.190263489,91.02882777,0
193,6075980501,0.1,0.141318977,0.6,0,0.04,36,24,17,94,80,37.7162957,-122.4191554,38.9,8.6,8.1,0,35.8,0,0,8.6,21.92836,12.74258,0.153526075,0.19316868,91.33503891,3.740749451
194,6075980600,0.258373206,0.072131148,0.743421053,0.1625,0,63,17,12,91,77,37.7231655,-122.3685424,0,15.4,71.5,0,3.3,0,0,9.8,28.4698,13.83903,0.153633731,0.193398561,92.19564327,0.437429038
195,6075980900,0.742038217,0.060240964,0.97133758,0,0,70,99,3,98,62,37.7462861,-122.389477,7.5,53.9,14.8,0,23.8,0,0,0,21.05417,11.2592,0.153525349,0.193265781,91.70306707,5.488973835
196,6075990100,,,,,,,,,,,37.76216,-122.5518622,-,-,-,-,-,-,-,-,,,0.153087321,0.192474431,91.2377998,0
